1,10 May 2014,23:32:23,1399735943.16,http://lemans.local/api//question/add,200,OK,71,5.132657,5.132598,default_timer
2,10 May 2014,23:32:28,1399735948.13,http://lemans.local/api//question/add,200,OK,71,10.103571,10.103438,default_timer
1,10 May 2014,23:32:33,1399735953.18,http://lemans.local/api//question/add,200,OK,71,10.022435,10.022341,default_timer
2,10 May 2014,23:32:38,1399735958.13,http://lemans.local/api//question/add,200,OK,71,9.999261,9.999091,default_timer
1,10 May 2014,23:32:43,1399735963.14,http://lemans.local/api//question/add,200,OK,71,9.959481,9.959419,default_timer
2,10 May 2014,23:32:48,1399735968.15,http://lemans.local/api//question/add,200,OK,71,10.014556,10.014470,default_timer
1,10 May 2014,23:32:53,1399735973.14,http://lemans.local/api//question/add,200,OK,71,9.999711,9.999658,default_timer
2,10 May 2014,23:32:58,1399735978.13,http://lemans.local/api//question/add,200,OK,71,9.980448,9.980396,default_timer
1,10 May 2014,23:33:03,1399735983.14,http://lemans.local/api//question/add,200,OK,71,9.992945,9.992862,default_timer
2,10 May 2014,23:33:08,1399735988.12,http://lemans.local/api//question/add,200,OK,71,9.995299,9.995253,default_timer
1,10 May 2014,23:33:13,1399735993.12,http://lemans.local/api//question/add,200,OK,71,9.986151,9.986087,default_timer
2,10 May 2014,23:33:18,1399735998.13,http://lemans.local/api//question/add,200,OK,71,10.008706,10.008658,default_timer
1,10 May 2014,23:33:23,1399736003.14,http://lemans.local/api//question/add,200,OK,71,10.015516,10.015439,default_timer
